OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
26804;"Sportschool - Fitness - Yogaruimte";"SHAPE";"Fitness - Gym - Yoga space";"S";"Sport";"Sports";"S04";1;"Van Hallstraat 617 - 1730 m2<br>Van Hallstraat 629 - 440 m2<br>";"03630023304960-03630001033539";2;2170;0;"2017-09-05";28935;"MULTIPOLYGON(((4.8726790 52.3793920,4.8726440 52.3793550,4.8725820 52.3793770,4.8725190 52.3793080,4.8725330 52.3793040,4.8725220 52.3792930,4.8725100 52.3792980,4.8724930 52.3792790,4.8725050 52.3792750,4.8724950 52.3792650,4.8724780 52.3792710,4.8724810 52.3792750,4.8722550 52.3793520,4.8722620 52.3793650,4.8722270 52.3793780,4.8722130 52.3793700,4.8722130 52.3793660,4.8720810 52.3794120,4.8720150 52.3794480,4.8719680 52.3794880,4.8719350 52.3795360,4.8718960 52.3795490,4.8718770 52.3795730,4.8718840 52.3796000,4.8719160 52.3796190,4.8719610 52.3796230,4.8719890 52.3796130,4.8726790 52.3793920)),((4.8719890 52.3796130)))";"4,872277";"52,379443";
26805;"Kinderboerderij - Speeltuin - Jeugdwerkterrein - Scouting";"KINDERBOERDERIJ";"Petting zoo - Children`s playground - Primary site - Scouting";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A05";1;"Wachterliedplantsoen 1 - 42 m2<br>";"03630021978105";1;42;0;"2017-07-25";8018;"MULTIPOLYGON(((4.853931 52.377588,4.853884 52.377677,4.853814 52.377663,4.85386 52.377574,4.853931 52.377588)),((4.854261 52.37746,4.854225 52.37758,4.854171 52.377574,4.854207 52.377454,4.854261 52.37746)),((4.854216 52.377673,4.854196 52.377739,4.854091 52.377719,4.854121 52.377663,4.854216 52.377673)),((4.854297 52.377402,4.854284 52.377446,4.854194 52.377436,4.854207 52.377392,4.854297 52.377402)),((4.85422 52.377598,4.854202 52.377659,4.854148 52.377653,4.854166 52.377592,4.85422 52.377598)),((4.854068 52.377667,4.854051 52.377699,4.853959 52.377681,4.853976 52.377649,4.854068 52.377667)))";"4,8540595";"52,3775565";
26806;"Sportschool - Fitness - Yogaruimte";"KUNGFU";"Fitness - Gym - Yoga space";"S";"Sport";"Sports";"S04";1;"Da Costastraat 1A/H - 89 m2<br>Da Costastraat 6/H - 300 m2<br>";"03630000613889-03630000613908";2;389;0;"2017-07-08";5090;"MULTIPOLYGON(((4.873174 52.371085,4.873164 52.371193,4.872919 52.371184,4.872854 52.371181,4.872859 52.371132,4.872799 52.371133,4.87279 52.371071,4.873174 52.371085)),((4.873697 52.371345,4.873693 52.371394,4.873487 52.371388,4.873486 52.371395,4.873367 52.371392,4.873372 52.371336,4.873697 52.371345)))";"4,8732475";"52,371224";
26807;"Automatenhal - Casino";"LUCKY HALL";"Gambling - Casino";"U";"Uitgaan en Toerisme";"Going Out and Tourism";"U04";1;"Jan Hanzenstraat 19 - 131 m2<br>Ten Katestraat 5/H - 52 m2<br>";"03630022164456-03630000825258";2;183;0;"2017-07-09";5256;"POLYGON((4.866459 52.367957,4.866432 52.368003,4.86644 52.368012,4.866424 52.368037,4.866408 52.368033,4.866378 52.368079,4.866253 52.368049,4.866246 52.368039,4.866289 52.367974,4.866323 52.367923,4.866459 52.367957))";"4,8663565";"52,3679935";
26809;"Vrijetijdslessen - Hobbyvereniging - Oefenruimte";"MUZIEKPAKHUIS";"Leisure reading - Hobby association - Music practice rooms";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A03";1;"Alberdingk Thijmstraat 19 - 826 m2<br>";"03630000563030";1;826;0;"2017-02-22";4894;"POLYGON((4.876235 52.364167,4.876311 52.36419,4.876375 52.364208,4.876501 52.364052,4.876358 52.364012,4.876235 52.364167))";"4,876372";"52,3641025";
26810;"Sportschool - Fitness - Yogaruimte";"DELIGHT YOGA";"Fitness - Gym - Yoga space";"S";"Sport";"Sports";"S04";1;"De Clercqstraat 66/H - 267 m2<br>";"03630011291142";1;267;0;"2017-07-08";5130;"POLYGON((4.869096 52.370935,4.869137 52.370944,4.86917 52.370889,4.869252 52.370908,4.86922 52.370963,4.86926 52.370971,4.869341 52.370836,4.869177 52.370799,4.869096 52.370935))";"4,8692225";"52,370877";
26811;"Watersportgebouw";"KANOSCHOOL";"Watersports building";"S";"Sport";"Sports";"S06";1;"Admiralengracht 60/H - 422 m2<br>";"03630000560958";1;422;0;"2017-06-22";6546;"POLYGON((4.858182 52.366959,4.858332 52.366969,4.858339 52.366928,4.858355 52.366929,4.858363 52.366887,4.858346 52.366886,4.858354 52.366845,4.858204 52.366835,4.858182 52.366959))";"4,8582765";"52,3668945";
26812;"Vrijetijdslessen - Hobbyvereniging - Oefenruimte";"SMOCKWERK";"Leisure reading - Hobby association - Music practice rooms";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A03";1;"Columbusplein 201 - 0 m2<br>Columbusplein 203 - 0 m2<br>Columbusplein 217 - 159 m2<br>";"03630000606684-03630000606685-03630000606692";3;159;2;"2017-03-17";6606;"POLYGON((4.854758 52.365438,4.85476 52.365397,4.854782 52.365397,4.854783 52.365346,4.854761 52.365346,4.854762 52.365326,4.854843 52.365327,4.854843 52.365316,4.854902 52.365317,4.854898 52.365429,4.854895 52.365487,4.854778 52.365487,4.854779 52.365458,4.854757 52.365458,4.854758 52.365438))";"4,8548335";"52,3653955";
26813;"Massagesalon";"INFINITY";"Massagesalon";"D";"Detailhandel";"Retail";"D07";1;"Roelantstraat 8/H - 102 m2<br>";"03630003721330";1;102;0;"2017-08-01";8046;"POLYGON((4.857019 52.377218,4.857122 52.37723,4.857149 52.377141,4.857046 52.377129,4.857019 52.377218))";"4,857088";"52,3771735";
26814;"Ontmoetings- en activiteitencentrum";"LANDHUIS";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Gerard Callenburgstraat 38 - 282 m2<br>";"03630000584925";1;282;0;"2017-08-01";8110;"POLYGON((4.859153 52.379316,4.859157 52.379317,4.859324 52.37934,4.859329 52.379343,4.859351 52.379352,4.859356 52.379353,4.859362 52.379355,4.859368 52.379355,4.859371 52.379355,4.859377 52.379355,4.85938 52.379355,4.859386 52.379354,4.859389 52.379353,4.859392 52.379352,4.859397 52.37935,4.859401 52.379348,4.859405 52.379345,4.859407 52.379343,4.859409 52.37934,4.859411 52.379336,4.859412 52.379333,4.859419 52.379286,4.859457 52.379183,4.859213 52.379149,4.859155 52.379307,4.859153 52.379316))";"4,859309";"52,379245";
26815;"Galerie - Kunstuitleen";"ESSAMBA ART";"Gallery - Art library";"D";"Detailhandel";"Retail";"D09";1;"Gibraltarstraat 48 - 79 m2<br>";"03630000645959";1;79;0;"2017-08-12";8176;"POLYGON((4.851139 52.383776,4.851186 52.383777,4.851191 52.383683,4.851108 52.383681,4.851107 52.383698,4.85108 52.383709,4.851115 52.383739,4.85114 52.38374,4.851139 52.383776))";"4,8511395";"52,3837215";
26817;"Kantoor - Kantoorverzamelgebouw";"";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Ernest Staesstraat 47 - 95 m2<br>";"03630000633358";1;95;0;"2017-08-09";29007;"POLYGON((4.839498 52.376794,4.839642 52.376771,4.839622 52.376723,4.839616 52.376724,4.839606 52.376701,4.839468 52.376722,4.839498 52.376794))";"4,839559";"52,3767405";
26818;"Consumentendienstverlening overig";"WAXING";"Consumer services other";"D";"Detailhandel";"Retail";"D13";1;"Kinkerstraat 61/H - 40 m2<br>";"03630000956959";1;40;0;"2017-03-19";5378;"POLYGON((4.872493 52.367239,4.872574 52.367263,4.87264 52.367172,4.872616 52.367166,4.872625 52.367152,4.872568 52.367136,4.872493 52.367239))";"4,8725705";"52,367192";
26819;"Galerie - Kunstuitleen";"NAME GALLERY";"Gallery - Art library";"D";"Detailhandel";"Retail";"D09";1;"Fannius Scholtenstraat 67/H - 53 m2<br>";"03630000946517";1;53;0;"2017-08-06";8830;"POLYGON((4.874115 52.383569,4.874248 52.383652,4.874307 52.383618,4.874175 52.383534,4.874115 52.383569))";"4,874215";"52,383586";
26820;"Onduidelijke niet-woonfunctie";"TIJDELIJK BEHEER DOOR ALVAST";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Columbusplein 187 - 54 m2<br>";"03630000606677";1;54;0;"2017-03-17";6100;"POLYGON((4.854762 52.365326,4.854843 52.365327,4.854843 52.365316,4.854902 52.365317,4.854904 52.365266,4.854786 52.365264,4.854785 52.365288,4.854763 52.365287,4.854762 52.365326))";"4,854837";"52,3652885";
26821;"Vrijetijdslessen - Hobbyvereniging - Oefenruimte";"DANSSTUDIO CHASSE";"Leisure reading - Hobby association - Music practice rooms";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A03";1;"Chasséstraat 62 - 430 m2<br>Chasséstraat 64 - 3827 m2<br>Chasséstraat 66 - 130 m2<br>Chasséstraat 68 - 55 m2<br>Chasséstraat 70 - 2175 m2<br>Chasséstraat 72 - 760 m2<br>";"03630022965693-03630022965591-03630022965654-03630022965592-03630022965673-03630022965665";6;7377;0;"2017-07-31";6599;"POLYGON((4.862235 52.36999,4.862193 52.369939,4.862258 52.369919,4.862216 52.369868,4.862091 52.369716,4.861991 52.369747,4.861977 52.36973,4.861885 52.369758,4.861727 52.369806,4.861741 52.369823,4.861633 52.369857,4.861643 52.369869,4.861536 52.369901,4.861529 52.369892,4.861517 52.369888,4.861488 52.369897,4.861486 52.369916,4.861528 52.369967,4.861511 52.369973,4.861508 52.369969,4.861475 52.369979,4.861489 52.369996,4.861483 52.369998,4.86156 52.370093,4.861571 52.370104,4.861577 52.370102,4.861591 52.370119,4.861624 52.370109,4.861621 52.370105,4.861638 52.3701,4.86168 52.37015,4.861835 52.370102,4.861845 52.370113,4.862009 52.370062,4.862 52.370052,4.862153 52.370003,4.862162 52.370014,4.862235 52.36999))";"4,8618705";"52,3699255";
26822;"Massagesalon";"MASSAGESALON";"Massagesalon";"D";"Detailhandel";"Retail";"D07";1;"Egidiusstraat 61 - 77 m2<br>";"03630000630016";1;77;0;"2017-07-25";27656;"POLYGON((4.851961 52.378134,4.852128 52.378168,4.85216 52.378108,4.851993 52.378074,4.851961 52.378134))";"4,8520645";"52,3781135";
26823;"Theater - Muziekpodium - Evenementenhal";"DE NIEUWE LIEFDE";"Theater - Music stage - Events hall";"U";"Uitgaan en Toerisme";"Going Out and Tourism";"U01";1;"Da Costakade 102 - 2270 m2<br>";"03630000613393";1;2270;0;"2017-07-11";5082;"POLYGON((4.871093 52.369815,4.871165 52.369826,4.871176 52.3698,4.871219 52.369806,4.871207 52.369832,4.871593 52.369887,4.871668 52.369718,4.871184 52.369625,4.871142 52.369711,4.871093 52.369815))";"4,8713845";"52,369748";
26824;"Galerie - Kunstuitleen";"MINI GALERIE";"Gallery - Art library";"D";"Detailhandel";"Retail";"D09";1;"Kinkerstraat 12A/H - 50 m2<br>";"03630000705171";1;50;0;"2017-03-19";20098118;"POLYGON((4.875545 52.36827,4.875599 52.368284,4.8755 52.36843,4.875447 52.368417,4.875545 52.36827))";"4,875527";"52,368342";
26827;"Kantoor - Kantoorverzamelgebouw";"VERBOUWING/LEEGSTAND";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Jan Tooropstraat 21 - 1217 m2<br>Marius Bauerstraat 399 - 1253 m2<br>Marius Bauerstraat 401A - 294 m2<br>Marius Bauerstraat 401 - 473 m2<br>";"03630000686781-03630000735759-03630001003739-03630001003738";4;3237;0;"2017-09-05";20136154;"POLYGON((4.834862 52.36267,4.835038 52.362672,4.835097 52.362672,4.835985 52.362681,4.835988 52.362603,4.835964 52.362603,4.83599 52.36253,4.836112 52.362531,4.836114 52.362432,4.835104 52.362421,4.835046 52.362421,4.834869 52.362418))";"4,835487";"52,3625495";
26828;"Openbare bibliotheek";"BIBLIOTHEEK SLOTERVAART";"Public library";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A01";1;"Slotermeerlaan 103B - 19 m2<br>";"03630022101733";1;19;0;"2017-10-19";20136155;"POLYGON((4.820118 52.379091,4.819385 52.379207,4.819434 52.379323,4.820166 52.379206,4.820118 52.379091))";"4,8197795";"52,379201";
26830;"Ontmoetings- en activiteitencentrum";"MATRIX";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Heverleestraat 2A - 236 m2<br>";"03630013134855";1;236;0;"2017-08-20";20136157;"POLYGON((4.812275 52.344166,4.812272 52.344287,4.812123 52.344285,4.812122 52.344277,4.811972 52.344265,4.811974 52.344163,4.812275 52.344166))";"4,8121275";"52,344218";
26831;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"MANAGE";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"";"";0;0;0;"2017-10-14";20136158;"POLYGON((4.793748 52.342787,4.793686 52.342724,4.793799 52.342682,4.793861 52.342744,4.793748 52.342787))";"4,7937775";"52,3427265";
26832;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"VVA SPARTAAN";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"Laan van Spartaan 1 - 849 m2<br>";"03630013136639";1;849;0;"2017-07-25";20136159;"POLYGON((4.838997 52.373883,4.839001 52.373883,4.839049 52.374002,4.838777 52.374018,4.838733 52.373747,4.838732 52.373744,4.83873 52.373731,4.838733 52.373731,4.838936 52.373719,4.838935 52.373731,4.838935 52.373734,4.838927 52.373844,4.838956 52.373842,4.838956 52.373845,4.838963 52.373885,4.838997 52.373883))";"4,8388935";"52,373862";
26839;"Ontmoetings- en activiteitencentrum";"DE DRIJFSIJS";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"President Allendelaan 4 - 162 m2<br>";"03630003696395";1;162;0;"2017-10-19";20136166;"POLYGON((4.812881 52.370758,4.812866 52.370756,4.812737 52.370735,4.812791 52.370647,4.812843 52.370655,4.812869 52.370594,4.812829 52.370588,4.812855 52.370545,4.812948 52.37056,4.812937 52.370605,4.812929 52.370604,4.812903 52.370665,4.812922 52.370668,4.8129 52.370761,4.812881 52.370758))";"4,8128465";"52,3706465";
26840;"Volkstuinpark - Natuurtuin - Schoolwerktuin";"MOESTUINPARK DE OASE";"Allotment Park - Nature garden - Schoolwork garden";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A06";1;"Haarlemmerweg 701A - 14 m2<br>";"03630003696011";1;14;0;"2017-10-19";20136167;"POLYGON((4.792704 52.383964,4.792704 52.384018,4.79266 52.384018,4.79266 52.383964,4.792704 52.383964))";"4,792686";"52,3839825";
26842;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"BEACHVOLLYBAL";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"";"";0;0;0;"2017-10-14";20136169;"POLYGON((4.785968 52.383489,4.785878 52.383488,4.785881 52.383262,4.785935 52.383262,4.785935 52.383265,4.785992 52.383265,4.785992 52.383263,4.786045 52.383263,4.786041 52.38349,4.785968 52.383489))";"4,7859655";"52,3833685";
26843;"Broedplaats - Atelier - Ambachtwerkplaats";"HW10";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Hendrik van Wijnstraat 10 - 1481 m2<br>";"03630000662788";1;1481;0;"2017-08-20";20136170;"POLYGON((4.823614 52.360369,4.823589 52.360368,4.823585 52.360505,4.82361 52.360505,4.823609 52.360537,4.823532 52.360536,4.82353 52.360595,4.823546 52.360595,4.823545 52.360598,4.823242 52.360595,4.823241 52.360611,4.823229 52.36061,4.823229 52.360603,4.823112 52.360602,4.823115 52.360499,4.82314 52.3605,4.823144 52.360364,4.823119 52.360363,4.82312 52.360331,4.823123 52.360331,4.823125 52.360278,4.823125 52.360277,4.823125 52.360276,4.823126 52.360275,4.823126 52.360274,4.823127 52.360273,4.823129 52.360272,4.82313 52.360271,4.823131 52.36027,4.823133 52.36027,4.823134 52.36027,4.823136 52.360269,4.823138 52.360269,4.82314 52.360269,4.823243 52.36027,4.823495 52.360273,4.823496 52.360265,4.823617 52.360266,4.823614 52.360369),(4.823235 52.36053,4.82324 52.360365,4.823493 52.360368,4.823488 52.360533,4.823235 52.36053))";"4,8233685";"52,3604305";
26844;"Ontmoetings- en activiteitencentrum";"DE WATERLELIE";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Korte Water 1 - 145 m2<br>";"03630000714626";1;145;0;"2017-09-25";20136171;"POLYGON((4.789567 52.353329,4.789393 52.35329,4.789483 52.353127,4.789655 52.353167,4.789567 52.353329))";"4,789528";"52,353223";
26845;"Sporthal - Tennishal - Sportzaal - Klimhal";"SPORTHAL SCHOOL";"Sports hall - Tennis hall - Climbing hall";"S";"Sport";"Sports";"S03";1;"";"";0;0;0;"2017-10-24";20136172;"POLYGON((4.7847210 52.3547220,4.7852100 52.3548210,4.7851230 52.3549840,4.7846336 52.3548856,4.7847210 52.3547220))";"4,784921";"52,3548515";
26848;"Ontmoetings- en activiteitencentrum";"UGANDA HOUSE";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Hogevecht 187A - 116 m2<br>";"03630011323776";1;116;0;"2018-02-05";20136175;"POLYGON((4.9586960 52.3097830,4.9587770 52.3096830,4.9587236 52.3096578,4.9586231 52.3097551))";"4,958699";"52,30972";
26849;"Kantoor - Kantoorverzamelgebouw";"";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Hoogoord 191A - 100 m2<br>";"03630000949693";1;100;0;"2018-02-23";20136176;"POLYGON((4.956213 52.312761,4.95632 52.312647,4.956398 52.312673,4.956296 52.312789,4.956213 52.312761))";"4,9563095";"52,3127105";
26851;"Kinderboerderij - Speeltuin - Jeugdwerkterrein - Scouting";"KINDERBOERDERIJ";"Petting zoo - Children`s playground - Primary site - Scouting";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A05";1;"Staalmeesterslaan 420 - 370 m2<br>";"03630000818530";1;370;0;"2017-09-03";14171;"MULTIPOLYGON(((4.845544 52.36744,4.845478 52.367421,4.845349 52.367588,4.845415 52.367607,4.845544 52.36744)),((4.844701 52.367314,4.84461 52.367313,4.844606 52.367391,4.844697 52.367393,4.844701 52.367314)),((4.844843 52.367312,4.844844 52.367295,4.844776 52.367295,4.844776 52.367312,4.844843 52.367312)),((4.844855 52.36749,4.844856 52.367472,4.844796 52.367472,4.844796 52.36749,4.844855 52.36749)),((4.845203 52.36726,4.845142 52.367259,4.845141 52.36727,4.845119 52.36727,4.84512 52.367248,4.845061 52.367247,4.845058 52.367294,4.845077 52.367295,4.845076 52.367308,4.845058 52.367308,4.845056 52.367345,4.845116 52.367346,4.845118 52.367309,4.8451 52.367308,4.8451 52.367295,4.845119 52.367295,4.84512 52.367284,4.845142 52.367284,4.845141 52.367296,4.845201 52.367297,4.845203 52.36726)),((4.845292 52.367469,4.845251 52.367457,4.845232 52.367481,4.845219 52.367477,4.845193 52.367511,4.845206 52.367515,4.845187 52.367539,4.845228 52.367551,4.845292 52.367469)),((4.845436 52.367314,4.845391 52.367291,4.845372 52.367305,4.845417 52.367328,4.845436 52.367314)),((4.845513 52.367353,4.845467 52.36733,4.845448 52.367344,4.845494 52.367367,4.845513 52.367353)),((4.845586 52.36739,4.845539 52.367367,4.84552 52.367381,4.845567 52.367404,4.845586 52.36739)),((4.845644 52.367759,4.845618 52.36773,4.845579 52.367743,4.845605 52.367772,4.845644 52.367759)),((4.845785 52.367534,4.845756 52.36751,4.845601 52.367583,4.845631 52.367607,4.845785 52.367534)),((4.845752 52.36745,4.845669 52.367425,4.845628 52.367476,4.845711 52.367501,4.845752 52.36745)))";"4,8451995";"52,367503";
26852;"Kantoor - Kantoorverzamelgebouw";"MEKAM";"Office - Collective offices";"K";"Kantoren";"Offices";"K01";1;"Tobias M.C. Asserstraat 11 - 72 m2<br>";"03630000828662";1;72;0;"2017-10-14";11083;"POLYGON((4.815874 52.382053,4.815879 52.382056,4.815879 52.382053,4.816054 52.382056,4.816053 52.382059,4.816058 52.382059,4.81606 52.381998,4.816052 52.381998,4.816051 52.382001,4.815923 52.381999,4.815924 52.381996,4.815877 52.381995,4.815874 52.382053))";"4,815971";"52,38202";
26853;"Broedplaats - Atelier - Ambachtwerkplaats";"ACTA BROEDPLAATS - WONINGEN";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Louwesweg 1 - 10000 m2<br>";"03630021708357";1;10000;0;"2017-08-20";14619;"MULTIPOLYGON(((4.826205 52.346266,4.82622 52.346266,4.82621 52.34643,4.826486 52.346433,4.826487 52.34627,4.826539 52.34627,4.826562 52.345564,4.82651 52.345564,4.826516 52.345492,4.82624 52.345488,4.826239 52.345519,4.826282 52.34552,4.826281 52.345561,4.82609 52.345559,4.826092 52.345476,4.825403 52.345467,4.825397 52.345698,4.825476 52.345699,4.825473 52.345781,4.825468 52.345781,4.825463 52.345922,4.825777 52.345926,4.825778 52.345897,4.82584 52.345898,4.82584 52.345902,4.825848 52.345902,4.825852 52.345781,4.825937 52.345782,4.825937 52.345795,4.826037 52.345796,4.826037 52.345783,4.826221 52.345785,4.826205 52.346266)),((4.825526 52.346352,4.82579 52.346355,4.825791 52.346333,4.825918 52.346334,4.825919 52.346291,4.825792 52.346289,4.825793 52.346266,4.825528 52.346263,4.825526 52.346352)),((4.826101 52.345925,4.826005 52.345923,4.82601 52.345815,4.825967 52.345814,4.82596 52.345981,4.825897 52.34598,4.825886 52.346218,4.826087 52.346221,4.826101 52.345925)))";"4,8259835";"52,3459445";
26856;"Winkel overig";"FEST";"Shop other";"D";"Detailhandel";"Retail";"D12";1;"Van Woustraat 111/H - 89 m2<br>";"03630023960696";1;89;0;"2017-02-26";20136181;"POLYGON((4.902381 52.353859,4.902344 52.353901,4.902288 52.353884,4.902287 52.353885,4.902281 52.353884,4.902282 52.353883,4.902219 52.353865,4.902217 52.353865,4.902206 52.353845,4.902208 52.353845,4.902241 52.353803,4.90224 52.353803,4.902241 52.353801,4.902391 52.353846,4.902381 52.353859))";"4,9023025";"52,3538425";
26857;"Kinderboerderij - Speeltuin - Jeugdwerkterrein - Scouting";"SPEELTUIN";"Petting zoo - Children`s playground - Primary site - Scouting";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A05";1;"Flierbosdreef 71 - 19 m2<br>";"03630011950789";1;19;0;"2018-02-10";20136182;"POLYGON((4.962313 52.312217,4.962313 52.312206,4.962313 52.312203,4.962377 52.312204,4.962376 52.312222,4.962312 52.312221,4.962313 52.312217))";"4,9623485";"52,3122075";
26859;"Stadion - IJsbaan - Tribunegebouw bij sportbaan";"ATLETIEKVERENIGING FENIKS";"Stadium - Ice rink - Tribune building in sports track";"S";"Sport";"Sports";"S01";1;"Karspeldreef 500 - 202 m2<br>";"03630013268805";1;202;0;"2018-02-10";20136184;"POLYGON((4.964539 52.310414,4.964474 52.310485,4.964468 52.310501,4.964472 52.310517,4.964484 52.310529,4.964502 52.310537,4.964528 52.310541,4.964543 52.31054,4.964557 52.310538,4.96457 52.310533,4.964581 52.310526,4.964651 52.310451,4.964657 52.310435,4.964655 52.310423,4.964645 52.31041,4.964629 52.310401,4.964611 52.310396,4.964588 52.310395,4.96457 52.310397,4.96455 52.310405,4.964539 52.310414))";"4,9645665";"52,3104615";
26860;"Broedplaats - Atelier - Ambachtwerkplaats";"BROEDPLAATS";"Art workplace - Craft workplace";"B";"Bedrijven";"Enterprises";"B03";1;"Heesterveld 35A - 212 m2<br>Heesterveld 35B - 134 m2<br>Heesterveld 35C - 212 m2<br>";"03630000903050-03630023995678-03630023995665";3;558;0;"2018-02-05";20136185;"POLYGON((4.954107 52.30659,4.954448 52.306707,4.954091 52.307097,4.953268 52.306815,4.95333 52.306747,4.95332 52.306743,4.953625 52.306408,4.953635 52.306411,4.953697 52.306343,4.954038 52.30646,4.953958 52.306547,4.953771 52.306483,4.953765 52.306489,4.953754 52.306486,4.953495 52.30677,4.953506 52.306774,4.9535 52.30678,4.953646 52.30683,4.953658 52.306817,4.953696 52.30683,4.953689 52.306844,4.95383 52.306893,4.953842 52.30688,4.95388 52.306894,4.953869 52.306906,4.954018 52.306957,4.954024 52.306951,4.954034 52.306954,4.954116 52.306865,4.954095 52.306858,4.954117 52.306834,4.954138 52.306841,4.95422 52.306752,4.954209 52.306748,4.954215 52.306742,4.954027 52.306677,4.954107 52.30659))";"4,953862";"52,306712";
26862;"Ontmoetings- en activiteitencentrum";"ALEVI KULTUR MERKEZI AMSTERDAM";"Meeting- and activity center";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A02";1;"Elementenstraat 18 - 438 m2<br>";"03630000631550";1;438;0;"2017-08-12";20136187;"POLYGON((4.85267 52.393776,4.852668 52.39382,4.852206 52.393814,4.852206 52.393782,4.8522 52.393782,4.852205 52.393665,4.852208 52.393665,4.852273 52.393666,4.852273 52.393667,4.852488 52.393671,4.852483 52.393773,4.85267 52.393776))";"4,852439";"52,393735";
26863;"Kleinschalige bebouwing op sportterrein, golfterrein, manege";"MATCH ZO";"Small buildings on sports field, golf course, equestrian center";"S";"Sport";"Sports";"S05";1;"Stammerlandweg 10 - 2049 m2<br>";"03630011943733";1;2049;0;"2018-02-10";20136188;"POLYGON((5.014923 52.308828,5.014925 52.308832,5.014997 52.308961,5.014951 52.30897,5.014976 52.309016,5.014585 52.309097,5.01456 52.309052,5.014516 52.309061,5.014515 52.309062,5.01436 52.308783,5.01445 52.308764,5.014367 52.308614,5.014709 52.308543,5.014717 52.308558,5.014759 52.30855,5.01475 52.308535,5.014762 52.308536,5.014919 52.308546,5.015053 52.308786,5.014916 52.308815,5.014923 52.308828))";"5,0147105";"52,3088085";
26864;"Vrijetijdslessen - Hobbyvereniging - Oefenruimte";"STUDIO H67";"Leisure reading - Hobby association - Music practice rooms";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A03";1;"Haparandaweg 67A/1 - 62 m2<br>Haparandaweg 67A/2 - 54 m2<br>Haparandaweg 67A/3 - 62 m2<br>Haparandaweg 67A/4 - 78 m2<br>Haparandaweg 67A/5 - 78 m2<br>Haparandaweg 67A/6 - 78 m2<br>Haparandaweg 67A/7 - 78 m2<br>Haparandaweg 67A/8 - 78 m2<br>Haparandaweg 67A/9 - 48 m2<br>";"03630011266502-03630011266497-03630011266496-03630011266503-03630011266498-03630011266499-03630011266500-03630011266504-03630011266501";9;616;0;"2017-09-03";20136189;"POLYGON((4.8770330 52.3950170,4.8772170 52.3951130,4.8769954 52.3952702,4.8768140 52.3951770,4.8768880 52.3951240,4.8770330 52.3950170))";"4,8770145";"52,3951425";
