OBJECTNUMMER;FUNCTIE2_OMS;ZAAKNAAM;FUNCTIE2_ENG;FUNCTIE1_ID;FUNCTIE1_OMS;FUNCTIE1_ENG;FUNCTIE2_ID;LAAG;ADRESSEN_LIJST;ADRESSEN_VOT;ADRESSEN_AANTAL;OPPERVLAKTE_SOM;OPPERVLAKTE_NUL;CHECKDATUM;ZAAK_ID;COORDS;LNG;LAT;
68;"Bedrijf - Bedrijfsverzamelgebouw";"AL QADRI TEXTILES & SPORTSWEAR";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Marco Polostraat 234/H - 109 m2<br>";"03630000734754";1;109;0;"2017-07-31";6340;"POLYGON((4.855374 52.371314,4.855698 52.371352,4.855712 52.371304,4.855564 52.371276,4.855566 52.371273,4.855395 52.371245,4.855394 52.371247,4.855374 52.371314))";"4,855547";"52,3712915";
69;"Gezondheidspraktijk";"GEZICHTSREFLEXOLOGIE";"Health practice";"Z";"Zorg";"Care";"Z01";1;"Postjesweg 9 - 59 m2<br>";"03630000780343";1;59;0;"2017-03-15";6398;"POLYGON((4.856695 52.364481,4.856841 52.364491,4.856858 52.364403,4.85686 52.364393,4.856745 52.364385,4.856695 52.364481))";"4,8567815";"52,3644325";
70;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Reinier Claeszenstraat 24/H - 198 m2<br>Reinier Claeszenstraat 26/H - 0 m2<br>";"03630000790205-03630001005476";2;198;1;"2017-07-31";6443;"POLYGON((4.862414 52.37228,4.862404 52.372334,4.862572 52.372345,4.862591 52.372237,4.862423 52.372226,4.862414 52.37228))";"4,8625015";"52,372277";
72;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Van Kinsbergenstraat 7/H - 118 m2<br>Van Kinsbergenstraat 9/H - 49 m2<br>";"03630000841343-03630000841346";2;167;0;"2017-06-22";6457;"POLYGON((4.86255 52.368394,4.862478 52.368309,4.8624 52.368334,4.862405 52.36834,4.862323 52.368366,4.862391 52.368445,4.86255 52.368394))";"4,8624405";"52,368369";
73;"Bedrijf - Bedrijfsverzamelgebouw";"AUTOBEDRIJF";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Van Kinsbergenstraat 53/H - 114 m2<br>";"03630000841502";1;114;0;"2017-06-22";6459;"POLYGON((4.859526 52.36855,4.859514 52.36863,4.859584 52.368634,4.859599 52.368531,4.859529 52.368528,4.859526 52.36855))";"4,8595605";"52,368575";
74;"Bedrijf - Bedrijfsverzamelgebouw";"MARZ";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Van Speijkstraat 161/H - 51 m2<br>";"03630000846718";1;51;0;"2017-07-25";6467;"POLYGON((4.859688 52.371174,4.859848 52.371185,4.859861 52.371115,4.859701 52.371104,4.859688 52.371174))";"4,8597785";"52,371137";
75;"Bedrijf - Bedrijfsverzamelgebouw";"DE WITTE DOOS EXPOSITIERUIMTE";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Witte de Withstraat 89D - 50 m2<br>";"03630000874716";1;50;0;"2017-06-22";6502;"POLYGON((4.858666 52.36855,4.858839 52.368572,4.85884 52.368567,4.858854 52.368559,4.858859 52.368561,4.858865 52.368559,4.858873 52.368503,4.85875 52.368494,4.858736 52.368485,4.858717 52.368492,4.858685 52.368488,4.858666 52.36855))";"4,8587735";"52,368522";
76;"Galerie - Kunstuitleen";"EVA";"Gallery - Art library";"D";"Detailhandel";"Retail";"D09";1;"Tweede Helmersstraat 21/H - 288 m2<br>";"03630000550485";1;288;0;"2017-02-22";6533;"POLYGON((4.877332 52.364629,4.877435 52.364659,4.877559 52.364499,4.877355 52.364438,4.87723 52.364599,4.877332 52.364629))";"4,8773985";"52,364543";
78;"Volkstuinpark - Natuurtuin - Schoolwerktuin";"KAS KEERWEER";"Allotment Park - Nature garden - Schoolwork garden";"A";"Activiteiten en Ontmoeting";"Activities and Meeting";"A06";1;"Admiraal De Ruijterweg 19 - 135 m2<br>";"03630000558998";1;135;0;"2017-07-31";6542;"POLYGON((4.863877 52.37017,4.863866 52.370285,4.86394 52.370288,4.863953 52.370174,4.863877 52.37017))";"4,8639135";"52,370221";
80;"Bedrijf - Bedrijfsverzamelgebouw";"SELECT ALLROUND";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Jacob van Lennepstraat 93 - 115 m2<br>";"03630000681773";1;115;0;"2017-03-19";6682;"POLYGON((4.870778 52.365508,4.870856 52.365401,4.870733 52.365366,4.870658 52.365474,4.870778 52.365508))";"4,870761";"52,3654295";
81;"Bedrijf - Bedrijfsverzamelgebouw";"MOVING WORKS";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Jacob van Lennepstraat 371/H - 53 m2<br>";"03630000682449";1;53;0;"2017-03-15";6684;"POLYGON((4.858975 52.362653,4.859043 52.362669,4.859096 52.362583,4.859062 52.362575,4.859078 52.362548,4.859044 52.36254,4.858975 52.362653))";"4,8590395";"52,3625975";
82;"Bedrijf - Bedrijfsverzamelgebouw";"SMEDERIJ UIT DEN BOOGERD";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Kanaalstraat 128/H - 116 m2<br>";"03630000697737";1;116;0;"2017-03-10";6720;"MULTIPOLYGON(((4.861137 52.361826,4.86121 52.361844,4.861274 52.361745,4.861201 52.361727,4.861137 52.361826)),((4.861065 52.361934,4.861139 52.361952,4.861182 52.361886,4.861109 52.361868,4.861065 52.361934)))";"4,8611735";"52,3618325";
83;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Kanaalstraat 126/H - 147 m2<br>";"03630000697729";1;147;0;"2017-03-10";6721;"MULTIPOLYGON(((4.86121 52.361844,4.861279 52.361861,4.861342 52.361762,4.861274 52.361745,4.86121 52.361844)),((4.861182 52.361886,4.861139 52.361952,4.86121 52.361969,4.861252 52.361903,4.861182 52.361886)))";"4,8612445";"52,3618495";
84;"Bedrijf - Bedrijfsverzamelgebouw";"GALVANISEERBEDRIJF EGBERTS";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Kanaalstraat 124/H - 105 m2<br>";"03630000697721";1;105;0;"2017-03-10";6728;"POLYGON((4.861342 52.361762,4.861279 52.361861,4.861272 52.361872,4.861351 52.361891,4.861422 52.361781,4.861342 52.361762))";"4,861351";"52,361819";
85;"Bedrijf - Bedrijfsverzamelgebouw";"ORTEL MOBIEL";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Marco Polostraat 232 - 86 m2<br>";"03630000734746";1;86;0;"2017-07-31";6777;"POLYGON((4.855394 52.371247,4.855395 52.371245,4.855566 52.371273,4.85558 52.371243,4.855562 52.37124,4.855515 52.371232,4.855487 52.371208,4.855374 52.371188,4.855357 52.371243,4.855394 52.371247))";"4,8554725";"52,371222";
87;"Bedrijf - Bedrijfsverzamelgebouw";"KRANTENDISTRIBUTIEPUNT";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Staringplein 2/H - 43 m2<br>";"03630000820292";1;43;0;"2017-03-10";6827;"POLYGON((4.862607 52.361095,4.862623 52.361114,4.86261 52.361134,4.862751 52.361169,4.862781 52.361122,4.862729 52.361057,4.862607 52.361095))";"4,862698";"52,361106";
88;"Bedrijf - Bedrijfsverzamelgebouw";"GRAFISCHE VORMGEVING";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Staringplein 11/H - 60 m2<br>Staringplein 13 - 65 m2<br>";"03630001167731-03630001017174";2;125;0;"2017-03-10";6828;"POLYGON((4.863565 52.360354,4.863588 52.36032,4.863638 52.360333,4.863651 52.360313,4.863511 52.36028,4.863462 52.360355,4.863506 52.360397,4.863509 52.360396,4.863517 52.360404,4.863514 52.360404,4.863524 52.360414,4.863579 52.360466,4.863646 52.360367,4.863623 52.360368,4.863565 52.360354))";"4,8635605";"52,3603655";
89;"Bedrijf - Bedrijfsverzamelgebouw";"LABES";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Wilhelminastraat 6/H - 55 m2<br>";"03630000869835";1;55;0;"2017-03-10";6866;"POLYGON((4.866824 52.362643,4.866894 52.36266,4.866958 52.362559,4.866889 52.362542,4.866824 52.362643))";"4,866895";"52,3625955";
90;"Bedrijf - Bedrijfsverzamelgebouw";"MIKO AUTOMATEN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Jan van Galenstraat 166 - 75 m2<br>";"03630000687448";1;75;0;"2017-07-25";7882;"POLYGON((4.84954 52.373061,4.849631 52.373077,4.849652 52.373031,4.849669 52.373034,4.849694 52.37298,4.849585 52.372961,4.84954 52.373061))";"4,849621";"52,3730115";
92;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Velserweg 24 - 50 m2<br>Velserweg 26 - 40 m2<br>";"03630000853080-03630000853081";2;90;0;"2017-08-22";7923;"POLYGON((4.845502 52.386372,4.845611 52.386358,4.845584 52.38627,4.845474 52.386283,4.845502 52.386372))";"4,8455465";"52,3863155";
94;"Bedrijf - Bedrijfsverzamelgebouw";"STEENWIJK";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Spaarndammerdijk 657A - 556 m2<br>Spaarndammerdijk 661 - 481 m2<br>";"03630000814712-03630001018298";2;1037;0;"2017-08-22";7928;"MULTIPOLYGON(((4.8465970 52.3869940,4.8465930 52.3869880,4.8466700 52.3869680,4.8467630 52.3871020,4.8466270 52.3871380,4.8465660 52.3870480,4.8466240 52.3870330,4.8465970 52.3869940)),((4.8467810 52.3870090,4.8470090 52.3869490,4.8470570 52.3870180,4.8468280 52.3870770,4.8467810 52.3870090)),((4.8467380 52.3871970,4.8467460 52.3871950,4.8468110 52.3872730,4.8466510 52.3873710,4.8466380 52.3873670,4.8465650 52.3872810,4.8465300 52.3872630,4.8466600 52.3872220,4.8466420 52.3872000,4.8467200 52.3871760,4.8467380 52.3871970)))";"4,8467925";"52,3871585";
95;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Lippijnstraat 4 - 458 m2<br>";"03630000726582";1;458;0;"2017-08-12";7957;"POLYGON((4.853183 52.380506,4.852891 52.380676,4.853102 52.380812,4.853363 52.380662,4.853371 52.380654,4.853373 52.380631,4.853183 52.380506))";"4,853136";"52,3806525";
96;"Bedrijf - Bedrijfsverzamelgebouw";"STADSDEEL BOS EN LOMMER";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Lippijnstraat 2 - 154 m2<br>";"03630000726581";1;154;0;"2017-08-12";7959;"POLYGON((4.853458 52.380815,4.85335 52.380878,4.853421 52.380923,4.853558 52.380844,4.853585 52.380829,4.853532 52.380794,4.853505 52.38081,4.853487 52.380798,4.853458 52.380815))";"4,8534715";"52,380851";
97;"Bedrijf - Bedrijfsverzamelgebouw";"WOLKERS SCHILDERWERKEN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Admiraal De Ruijterweg 391/H - 40 m2<br>Admiraal De Ruijterweg 393/H - 130 m2<br>Admiraal De Ruijterweg 395/H - 182 m2<br>";"03630000560389-03630000560395-03630000560399";3;352;0;"2017-08-12";7989;"POLYGON((4.851154 52.382507,4.851151 52.382521,4.851076 52.382556,4.850979 52.382601,4.850885 52.382644,4.850882 52.382644,4.850784 52.382564,4.850882 52.38252,4.850891 52.382528,4.850955 52.382498,4.851011 52.382503,4.851092 52.382462,4.851154 52.382507))";"4,850973";"52,3825465";
98;"Bedrijf - Bedrijfsverzamelgebouw";"ELECTROTECHNISCH BUREAU DAMAN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Admiraal De Ruijterweg 461 - 63 m2<br>";"03630000560588";1;63;0;"2017-08-12";7993;"POLYGON((4.848833 52.383415,4.848922 52.383492,4.849006 52.383456,4.848908 52.383371,4.848861 52.383391,4.848871 52.383399,4.848833 52.383415))";"4,8489235";"52,383426";
99;"Bedrijf - Bedrijfsverzamelgebouw";"BEDRIJSVERZAMELGEBOUW";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Admiraal De Ruijterweg 545 - 1994 m2<br>";"03630000560727";1;1994;0;"2017-08-12";7998;"POLYGON((4.846197 52.384447,4.845888 52.384089,4.845601 52.384182,4.845874 52.384498,4.845827 52.384513,4.845842 52.384531,4.845786 52.384549,4.84589 52.384671,4.846052 52.384619,4.84607 52.38464,4.84614 52.384617,4.846122 52.384596,4.846284 52.384544,4.846197 52.384447))";"4,8459465";"52,3843735";
100;"Onduidelijke niet-woonfunctie";"";"Unclear function";"X";"Onduidelijk";"Unclear";"X01";1;"Admiraal De Ruijterweg 278/H - 136 m2<br>";"03630000559929";1;136;0;"2017-07-25";8026;"POLYGON((4.856537 52.379535,4.856673 52.379592,4.856742 52.379531,4.856601 52.379477,4.856537 52.379535))";"4,8566435";"52,379527";
101;"Bedrijf - Bedrijfsverzamelgebouw";"COR WILKES";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Bloys van Treslongstraat 54 - 184 m2<br>";"03630000589554";1;184;0;"2017-08-01";8079;"POLYGON((4.859899 52.375889,4.859985 52.375899,4.860052 52.375683,4.860056 52.375683,4.86008 52.375606,4.85999 52.375596,4.859899 52.375889))";"4,8599935";"52,375741";
102;"Bedrijf - Bedrijfsverzamelgebouw";"KRANTENDISTRIBUTIEPUNT";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Admiraal De Ruijterweg 189/H - 145 m2<br>";"03630000559608";1;145;0;"2017-08-01";8089;"POLYGON((4.857898 52.375736,4.858054 52.375754,4.858077 52.375682,4.857935 52.375665,4.857924 52.375701,4.85791 52.3757,4.857898 52.375736))";"4,8579915";"52,375703";
103;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Bestevâerstraat 156/H - 54 m2<br>";"03630000582864";1;54;0;"2017-08-01";8117;"POLYGON((4.858703 52.378012,4.858724 52.378015,4.858716 52.378035,4.858878 52.378059,4.858895 52.378017,4.858873 52.378014,4.85888 52.377997,4.858716 52.37798,4.858703 52.378012))";"4,858803";"52,3780125";
104;"Bedrijf - Bedrijfsverzamelgebouw";"GIBRALTARBAD ONDERHOUD";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Solebaystraat 19A - 7 m2<br>";"03630000813698";1;7;0;"2017-08-12";8171;"POLYGON((4.85347 52.383226,4.853469 52.383236,4.853505 52.38324,4.853539 52.383242,4.853587 52.383237,4.853589 52.383175,4.853472 52.383173,4.85347 52.383226))";"4,853533";"52,3832005";
106;"Bedrijf - Bedrijfsverzamelgebouw";"GARAGE";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Admiraal De Ruijterweg 418/H - 420 m2<br>";"03630000560469";1;420;0;"2017-08-12";8203;"POLYGON((4.849499 52.383509,4.849602 52.383598,4.849622 52.383589,4.84974 52.383691,4.849861 52.383638,4.849744 52.383537,4.849765 52.383528,4.849662 52.383439,4.849499 52.383509))";"4,849684";"52,383559";
107;"Bedrijf - Bedrijfsverzamelgebouw";"SCHUURMAN MOLEN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Haarlemmerweg 465 - 69 m2<br>";"03630000657662";1;69;0;"2017-08-12";8209;"POLYGON((4.860061 52.38474,4.860227 52.384766,4.860274 52.384665,4.860107 52.384637,4.860061 52.38474))";"4,8601715";"52,384696";
108;"Bedrijf - Bedrijfsverzamelgebouw";"DA VINCI CREATIEVE RUIMTES";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Nieuwpoortkade 2A - 10177 m2<br>Nieuwpoortkade 2 - 1763 m2<br>";"03630000657663-03630000752813";2;11940;0;"2017-08-12";8210;"POLYGON((4.859307 52.384631,4.859033 52.384626,4.859039 52.384482,4.859004 52.384481,4.859008 52.3844,4.859042 52.384401,4.859047 52.384279,4.859237 52.384282,4.859239 52.384258,4.859329 52.384259,4.859323 52.384399,4.859492 52.384402,4.859501 52.384175,4.858693 52.384162,4.858664 52.384838,4.859472 52.384851,4.859487 52.384517,4.859318 52.384514,4.859313 52.384631,4.859307 52.384631))";"4,8590865";"52,3844995";
111;"Bedrijf - Bedrijfsverzamelgebouw";"SVW";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Den Brielstraat 22 - 339 m2<br>";"03630000620714";1;339;0;"2017-08-12";8221;"POLYGON((4.859804 52.382417,4.860029 52.38256,4.860132 52.382501,4.859836 52.382307,4.85973 52.382368,4.859536 52.382481,4.859547 52.382488,4.859465 52.382537,4.859747 52.382719,4.85983 52.382671,4.859611 52.382529))";"4,8597975";"52,38251";
113;"Bedrijf - Bedrijfsverzamelgebouw";"OTTERSBERG AUTOBANDEN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Den Brielstraat 21 - 479 m2<br>";"03630000948743";1;479;0;"2017-08-12";8224;"POLYGON((4.860133 52.382689,4.860383 52.382851,4.860587 52.382733,4.860571 52.382723,4.860559 52.38273,4.860429 52.382645,4.860496 52.382606,4.860435 52.382567,4.860368 52.382606,4.860366 52.3826,4.860356 52.382594,4.860347 52.382592,4.860323 52.382576,4.860131 52.382687,4.860133 52.382689))";"4,860363";"52,382703";
114;"Bedrijf - Bedrijfsverzamelgebouw";"GARAGE S&A CAR CONTROL";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Den Brielstraat 25 - 150 m2<br>";"03630000620721";1;150;0;"2017-08-12";8225;"POLYGON((4.860867 52.382262,4.861024 52.382364,4.861011 52.382371,4.861028 52.382382,4.86104 52.382374,4.861075 52.382397,4.861165 52.382345,4.861076 52.382288,4.861092 52.382278,4.860974 52.382202,4.860867 52.382262))";"4,86102";"52,382293";
115;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Den Brielstraat 28 - 502 m2<br>";"03630000620723";1;502;0;"2017-08-12";8226;"MULTIPOLYGON(((4.8604920 52.3822020,4.8605570 52.3821650,4.8605530 52.3821620,4.8607960 52.3820220,4.8608440 52.3820560,4.8608400 52.3820580,4.8608370 52.3820550,4.8608160 52.3820670,4.8608480 52.3820880,4.8608010 52.3821150,4.8607850 52.3821040,4.8607670 52.3821150,4.8607270 52.3821380,4.8607430 52.3821480,4.8605660 52.3822500)),((4.8609890 52.3818450,4.8607570 52.3819790,4.8606020 52.3818790,4.8608340 52.3817450)))";"4,8607395";"52,381997";
116;"Bedrijf - Bedrijfsverzamelgebouw";"";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Den Brielstraat 30 - 4022 m2<br>";"03630000620724";1;4022;0;"2017-08-12";8227;"MULTIPOLYGON(((4.861043 52.38169,4.861204 52.381794,4.861382 52.38169,4.861411 52.381709,4.861508 52.381653,4.861479 52.381634,4.861862 52.381413,4.861692 52.381303,4.861034 52.381684,4.861043 52.38169)),((4.861352 52.381982,4.861454 52.382049,4.861635 52.382166,4.861795 52.381734,4.861745 52.381727,4.86174 52.38174,4.861701 52.381734,4.861591 52.38203,4.86156 52.382051,4.861405 52.381952,4.861352 52.381982)))";"4,861452";"52,381728";
117;"Bedrijf - Bedrijfsverzamelgebouw";"LEEGSTAND";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Nieuwpoortstraat 92 - 98 m2<br>";"03630023880066";1;98;0;"2017-08-12";8233;"POLYGON((4.857233 52.384202,4.857232 52.384317,4.857604 52.384323,4.857607 52.384206,4.857603 52.384209,4.85758 52.384191,4.85726 52.384186,4.857233 52.384202))";"4,8574235";"52,3842455";
118;"Bedrijf - Bedrijfsverzamelgebouw";"CONTACT SECURITY";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Nieuwpoortstraat 86 - 84 m2<br>";"03630000630791";1;84;0;"2017-08-12";8235;"POLYGON((4.857974 52.384329,4.858246 52.384333,4.858251 52.384202,4.858 52.384198,4.857977 52.384212,4.857974 52.384329))";"4,8581165";"52,384259";
119;"Bedrijf - Bedrijfsverzamelgebouw";"KESBEKE AMSTERDAMSE TAFELZUREN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Adolf van Nassaustraat 2 - 80 m2<br>";"03630000783188";1;80;0;"2017-08-02";8239;"MULTIPOLYGON(((4.857746 52.383373,4.857785 52.383374,4.8578 52.383055,4.857389 52.382789,4.857224 52.382786,4.857198 52.383364,4.857563 52.38337,4.857562 52.383405,4.857744 52.383408,4.857746 52.383373)),((4.85718 52.383731,4.857768 52.383741,4.857781 52.383444,4.857193 52.383434,4.85718 52.383731)))";"4,857494";"52,383256";
121;"Bedrijf - Bedrijfsverzamelgebouw";"BEDRIJFSVERZAMELGEBOUW";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Willem de Zwijgerlaan 338A - 1492 m2<br>Willem de Zwijgerlaan 338B - 1469 m2<br>Willem de Zwijgerlaan 338C - 1485 m2<br>Willem de Zwijgerlaan 338D - 490 m2<br>Willem de Zwijgerlaan 338E - 1674 m2<br>Willem de Zwijgerlaan 340A - 2502 m2<br>Willem de Zwijgerlaan 340B - 5239 m2<br>Willem de Zwijgerlaan 336B - 1320 m2<br>";"03630022784980-03630022784889-03630022784978-03630022784914-03630022784890-03630022784920-03630022784902-03630022784922";8;15671;0;"2017-08-02";8243;"POLYGON((4.8606240 52.3814204,4.8592310 52.3822250,4.8588240 52.3819600,4.8602246 52.3811533))";"4,859723";"52,381688";
122;"Bedrijf - Bedrijfsverzamelgebouw";"GARAGE CHAOUI";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Jacob Catskade 9/H - 82 m2<br>";"03630000679040";1;82;0;"2017-08-03";8264;"POLYGON((4.878447 52.381164,4.878356 52.381307,4.87843 52.381324,4.878497 52.38122,4.878521 52.381182,4.878447 52.381164))";"4,8784425";"52,381236";
123;"Bedrijf - Bedrijfsverzamelgebouw";"AUTOMOBIELBEDRIJF THEO KOELMAN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Fagelstraat 71/H - 260 m2<br>";"03630000634333";1;260;0;"2017-08-03";8271;"POLYGON((4.875753 52.380112,4.875839 52.380127,4.875918 52.379999,4.87588 52.37999,4.875851 52.380033,4.875801 52.380025,4.875753 52.380112))";"4,8758395";"52,3800515";
124;"Bedrijf - Bedrijfsverzamelgebouw";"MARLEENKOOKT";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Gerard Schaepstraat 6/H - 624 m2<br>";"03630000644272";1;624;0;"2017-08-03";8273;"POLYGON((4.875519 52.379782,4.875831 52.37984,4.875995 52.379871,4.875948 52.379948,4.876232 52.380005,4.876299 52.379899,4.876306 52.3799,4.876369 52.379794,4.876107 52.379744,4.876053 52.37978,4.876027 52.379822,4.875543 52.379732,4.875519 52.379782))";"4,875948";"52,3798605";
125;"Bedrijf - Bedrijfsverzamelgebouw";"LOODGIETERSBEDRIJF DE BOER";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Fagelstraat 100/H - 106 m2<br>";"03630000634420";1;106;0;"2017-08-03";8277;"POLYGON((4.874664 52.380209,4.874748 52.380225,4.874826 52.380065,4.874741 52.38005,4.874664 52.380209))";"4,874749";"52,38013";
126;"Bedrijf - Bedrijfsverzamelgebouw";"KIDS & KIN";"Enterprise - Collective enterprises";"B";"Bedrijven";"Enterprises";"B01";1;"Amaliastraat 20/H - 110 m2<br>";"03630000565553";1;110;0;"2017-08-17";8279;"POLYGON((4.8742260 52.3798350,4.8741260 52.3798160,4.8741321 52.3798020,4.8741167 52.3797961,4.8741570 52.3797574,4.8740683 52.3796048,4.8741650 52.3795820,4.8742440 52.3797150,4.8742370 52.3797170,4.8742630 52.3797600,4.8742260 52.3798350))";"4,8741645";"52,379706";
